Sales.Id;Sales.date;Sales.price;Sales.property_type;Sales.surface;Sales.longitude;Sales.latitude;Sales.postcodes;Sales.area;Sales.bathrooms;Sales.beds;Sales.ber_id;Sales.parking;Sales.description;Sales.central_heating;Sales.alarm;Sales.gas_heating;Sales.oil_heating;attic.conversion;ensuites;PriceHistory.date0;PriceHistory.price0;PriceHistory.date1;PriceHistory.price1;PriceHistory.date2;PriceHistory.price2;PriceHistory.date3;PriceHistory.price3;PriceHistory.date4;PriceHistory.price4;PriceHistory.date5;PriceHistory.price5;PriceHistory.date6;PriceHistory.price6;PriceHistory.date7;PriceHistory.price7;PriceHistory.date8;PriceHistory.price8;PriceHistory.date9;PriceHistory.price9;PriceHistory.date10;PriceHistory.price10;PriceHistory.date11;PriceHistory.price11;PriceHistory.date12;PriceHistory.price12;PriceHistory.date13;PriceHistory.price13;PriceHistory.date14;PriceHistory.price14;PriceHistory.date15;PriceHistory.price15
291374;"2018-02-01 00:00:00;"246000;"Residential Sale;"105.0;"-6.1971597;"53.6151055;"K32 EA34;"Balbriggan;"2;"3;"C3;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
295862;"2018-03-08 00:00:00;"316000;"Residential Sale;"71.6;"-6.3695318;"53.3099748;"D24 ECN8;"Clondalkin;"1;"2;"D2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
311562;"2018-07-05 00:00:00;"181000;"Residential Sale;"147.3;"-8.6011744;"52.6631704;"V94 H5XV;"Henry Street;"2;"4;"C3;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
287023;"2018-01-15 00:00:00;"308000;"Residential Sale;"93.0;"-6.1383744;"53.3920087;"D13 F6T0;"Howth;"1;"4;"G;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
308741;"2018-06-22 00:00:00;"122500;"Residential Sale;"116.1;"-6.7304847;"52.8058936;"R93 W921;"Tulla;"2;"4;"E2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";129000.0;2017-12-13;125000.0;2018-01-11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
303617;"2018-05-03 00:00:00;"1008500;"Residential Sale;"153.0;"-6.2419486;"53.3145954;"D06 N6X3;"Donnybrook;"2;"5;"E2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
308795;"2018-06-22 00:00:00;"150000;"Residential Sale;"103.0;"-6.3424473;"53.7207218;"A92 N4NF;"Drogheda;"2;"3;"E2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
302022;"2018-05-10 00:00:00;"238000;"Residential Sale;"138.0;"-7.0695951;"52.287601;"X91 C2Y6;"Slieverue;"3;"4;"B2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300603;"2018-05-03 00:00:00;"545000;"Residential Sale;"97.1;"-6.275742;"53.3009639;"D14 W9W4;"Rathfarnham;"3;"3;"C1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
306364;"2018-06-07 00:00:00;"345000;"Residential Sale;"122.0;"-6.1566907;"53.4043025;"Dublin 13;"Arles;"3;"3;"A3;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289251;"2018-02-07 00:00:00;"318000;"Residential Sale;"85.0;"-6.1557873;"53.3951466;"D13 Y5X7;"Donaghmede;"1;"3;"F;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
291568;"2018-02-16 00:00:00;"490000;"Residential Sale;"99.8;"-6.2945636;"53.319395;"Dublin 12;"Sundrive Road;"2;"3;"B3;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
297941;"2018-03-21 00:00:00;"399000;"Residential Sale;"138.0;"-6.5136413;"53.305328;";"Newcastle;"2;"3;"E2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
306187;"2018-06-05 00:00:00;"305000;"Residential Sale;"81.0;"-6.0706649;"53.1255327;"A63 DK07;"Greystones;"2;"2;"C1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300141;"2018-04-26 00:00:00;"220000;"Residential Sale;"132.0;"-7.9382854;"53.4370623;";"Ashtown;"3;"3;"B3;"False;"New Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
306855;"2018-06-13 00:00:00;"385000;"Residential Sale;"171.5;"-8.7880091;"51.8472723;";"Crookstown;"4;"4;"C2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
299459;"2018-04-18 00:00:00;"174000;"Residential Sale;"103.0;"-6.9680475;"53.3054351;";"Carbury;"1;"3;"D1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
312357;"2018-07-16 00:00:00;"3170000;"Residential Sale;"298.0;"-6.1069659;"53.2846335;";"Dalkey;"2;"7;"E1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
306103;"2018-06-01 00:00:00;"124000;"Residential Sale;"102.5;"-8.6441668;"52.6338451;"V94 R70A;"Dooradoyle;"2;"4;"E1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
288343;"2018-01-31 00:00:00;"750000;"Residential Sale;"160.0;"-6.1923872;"53.2793755;"A94 X371;"Blackrock;"4;"4;"E1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
304465;"2018-05-31 00:00:00;"655000;"Residential Sale;"95.0;"-6.1733369;"53.2845361;"Dublin 18;"Dundrum;"1;"3;"G;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
309510;"2018-07-02 00:00:00;"450000;"Residential Sale;"116.0;"-9.1599891;"53.2500552;";"Salthill;"2;"3;"B3;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
309899;"2018-06-06 00:00:00;"675000;"Residential Sale;"182.4;"-8.4170862;"51.8703476;";"Douglas;"2;"4;"D2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
305274;"2018-06-06 00:00:00;"209975;"Residential Sale;"143.0;"-6.5873013;"52.4592212;";"Enniscorthy;"3;"4;"C1;"False;"New Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289144;"2018-02-05 00:00:00;"130000;"Residential Sale;"106.0;"-9.5695627;"53.8455262;";"Westport;"1;"4;"D2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
305257;"2018-06-05 00:00:00;"780000;"Residential Sale;"234.0;"-6.0968897;"53.1263273;";"Greystones;"5;"4;"C3;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
305876;"2018-05-28 00:00:00;"200000;"Residential Sale;"80.547;"-6.3864657;"52.2731882;";"Rosslare Strand;"2;"2;"E1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
290944;"2018-02-16 00:00:00;"51000;"Residential Sale;"81.6;"-7.7046663;"53.2747673;";"Tullamore;"1;"3;"G;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
306721;"2018-06-11 00:00:00;"103000;"Residential Sale;"72.0;"-8.1434835;"53.1040728;";"Lorrha;"1;"2;"G;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301694;"2018-04-23 00:00:00;"261000;"Residential Sale;"125.0;"-9.4930251;"52.0539721;"V93 H9HK;"Killarney;"3;"4;"C3;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
298649;"2018-04-10 00:00:00;"170000;"Residential Sale;"91.0;"-8.5197017;"51.9310472;";"Blarney;"1;"3;"F;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283578;"2017-12-20 00:00:00;"314999;"Residential Sale;"120.0;"-6.2397822;"53.4739449;";"Swords;"2;"3;"A3;"False;"New Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
284491;"2017-12-18 00:00:00;"329998;"Residential Sale;"120.0;"-6.2397822;"53.4739449;";"Swords;"2;"3;"A3;"False;"New Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
284351;"2017-12-12 00:00:00;"305312;"Residential Sale;"120.0;"-6.2397822;"53.4739449;";"Swords;"2;"3;"A3;"False;"New Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
286652;"2018-01-10 00:00:00;"322500;"Residential Sale;"120.0;"-6.2397822;"53.4739449;";"Swords;"2;"3;"A3;"False;"New Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
287344;"2018-01-19 00:00:00;"330362;"Residential Sale;"120.0;"-6.2397822;"53.4739449;";"Swords;"2;"3;"A3;"False;"New Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
288743;"2018-01-26 00:00:00;"314999;"Residential Sale;"120.0;"-6.2397822;"53.4739449;";"Swords;"2;"3;"A3;"False;"New Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
291071;"2018-02-20 00:00:00;"353000;"Residential Sale;"120.0;"-6.2397822;"53.4739449;";"Swords;"2;"3;"A3;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
308930;"2018-06-25 00:00:00;"309999;"Residential Sale;"120.0;"-6.2397822;"53.4739449;";"Swords;"2;"3;"A3;"False;"New Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
305858;"2018-05-25 00:00:00;"178000;"Residential Sale;"39.0;"-6.2624333;"53.3194837;"Dublin 10;"Ballyfermot;"1;"1;"C3;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300233;"2018-04-27 00:00:00;"499400;"Residential Sale;"81.0;"-6.2949095;"53.284816;"D16 E7C6;"Rathfarnham;"1;"2;"A3;"False;"New Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
294076;"2018-02-28 00:00:00;"185000;"Residential Sale;"83.6;"-7.4909159;"53.2727576;"R35 T854;"Tullamore;"2;"2;"E2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
295029;"2018-03-15 00:00:00;"177500;"Residential Sale;"58.0;"-6.685893;"53.2936545;";"Clane;"1;"2;"E1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
292404;"2018-02-27 00:00:00;"185000;"Residential Sale;"58.0;"-6.6902141;"53.2908221;"W91 H1X0;"Clane;"1;"2;"E1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
310083;"2018-06-22 00:00:00;"225000;"Residential Sale;"77.71;"-9.6733341;"52.5025659;";"Ballybunion;"2;"3;"E1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";220000.0;2018-05-04;199000.0;2018-06-21;;;;;;;;;;;;;;;;;;;;;;;;;;;;
294674;"2018-03-22 00:00:00;"145000;"Residential Sale;"80.0;"-7.1152588;"52.2371982;"X91 AKE8;"Waterford;"1;"3;"D1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
287816;"2018-01-15 00:00:00;"365000;"Residential Sale;"157.98;"-9.1165845;"53.2731461;"H91 YDX3;"Knocknacarra;"4;"4;"C3;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
295403;"2018-03-23 00:00:00;"230000;"Residential Sale;"119.0;"-7.0167733;"52.2553174;";"Passage East;"2;"3;"E2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301036;"2018-04-30 00:00:00;"219000;"Residential Sale;"92.9;"-6.6692441;"53.2507094;";"Ballina;"3;"3;"C1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
296574;"2018-04-05 00:00:00;"236000;"Residential Sale;"92.9;"-6.6698155;"53.2508692;"W91 PX75;"Ballina;"3;"3;"C1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
294738;"2018-01-30 00:00:00;"105000;"Residential Sale;"60.0;"-7.866849;"52.729639;"E41 FH28;"Thurles;"1;"2;"G;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
313258;"2018-07-26 00:00:00;"470000;"Residential Sale;"59.0;"-6.2719838;"53.331682;"Dublin 8;"Kevin Street;"1;"2;"F;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
299977;"2018-04-24 00:00:00;"242000;"Residential Sale;"1850.0;"-8.1947189;"54.6474421;";"Donegal Town;"4;"4;"C1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
307960;"2018-05-30 00:00:00;"440000;"Residential Sale;"122.7;"-6.3607701;"53.3724154;";"Blanchardstown;"3;"4;"B3;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
294865;"2018-02-28 00:00:00;"320000;"Residential Sale;"115.37;"-8.7394884;"53.4437667;";"Moycullen;"2;"4;"D2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283382;"2017-12-19 00:00:00;"220000;"Residential Sale;"72.0;"-6.3962212;"53.3825974;"Dublin 15;"Blanchardstown;"2;"2;"E1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
286275;"2018-01-03 00:00:00;"165000;"Residential Sale;"130.1;"-8.3498198;"52.3715467;"V35 AE14;"Ballylanders;"2;"4;"C1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
312876;"2018-07-20 00:00:00;"250000;"Residential Sale;"92.9;"-8.729625;"51.7487393;"P72 DW29;"Bandon;"2;"4;"C3;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
311341;"2018-06-28 00:00:00;"260000;"Residential Sale;"110.0;"-6.448276;"53.5048792;"A85 NH01;"Ashbourne;"2;"3;"C2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
311195;"2018-06-22 00:00:00;"90000;"Residential Sale;"80.0;"-8.6343761;"52.6498306;";"Roxboro Road;"1;"2;"D2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
305810;"2018-05-24 00:00:00;"520000;"Residential Sale;"242.3;"-9.6667349;"53.7837355;";"Westport;"3;"4;"B2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
306482;"2018-06-08 00:00:00;"365000;"Residential Sale;"97.17;"-6.3307559;"53.2712385;"Dublin 24;"Rathfarnham;"2;"3;"C1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
302881;"2018-05-15 00:00:00;"170000;"Residential Sale;"88.4;"-8.5041392;"54.2744163;";"Sligo;"3;"3;"B3;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
294073;"2018-02-28 00:00:00;"692500;"Residential Sale;"137.0;"-6.3576581;"53.3756868;"D15 Y3CR;"Blanchardstown;"3;"4;"E2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300824;"2018-04-17 00:00:00;"850000;"Residential Sale;"150.0;"-6.2183413;"53.3631915;"D03 W772;"Clontarf;"2;"3;"E2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
303768;"2018-05-16 00:00:00;"162000;"Residential Sale;"121.0;"-8.5551792;"53.2032766;"H62 VN32;"Loughrea;"2;"3;"C1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
296362;"2018-03-29 00:00:00;"262000;"Residential Sale;"182.5;"-6.6972591;"53.2974301;"W91 CH50;"Robertstown;"4;"4;"C2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
306842;"2018-06-13 00:00:00;"193000;"Residential Sale;"85.0;"-6.3296256;"53.7265569;"A92 X79D;"Drogheda;"2;"3;"C3;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
305573;"2018-05-11 00:00:00;"525000;"Residential Sale;"79.0;"-6.2754143;"53.3145114;"D06 AW20;"Rathgar;"1;"3;"D1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
305834;"2018-05-25 00:00:00;"173000;"Residential Sale;"81.0;"-6.384694;"53.9677256;"A91 PN40;"Blackrock;"3;"3;"B1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301823;"2018-04-30 00:00:00;"292000;"Residential Sale;"187.3;"-7.7711229;"51.9922342;";"Ardmore;"3;"4;"B3;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
306160;"2018-06-01 00:00:00;"275000;"Residential Sale;"95.6;"-8.53082;"51.8821;";"Bishopstown;"2;"4;"D2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
293246;"2018-03-01 00:00:00;"165000;"Residential Sale;"92.0;"-8.9660682;"52.8547512;"V95 CV6R;"Ennis;"2;"3;"C3;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
305976;"2018-05-30 00:00:00;"845000;"Residential Sale;"165.0;"-6.3099306;"53.3060552;"D6W HE29;"Terenure;"4;"4;"C1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300461;"2018-05-01 00:00:00;"218000;"Residential Sale;"70.0;"-6.2138269;"53.4430006;";"Swords;"2;"2;"C2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
303337;"2018-05-23 00:00:00;"266000;"Residential Sale;"235.0;"-7.7775156;"54.9315722;";"Letterkenny;"4;"5;"C1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
305417;"2018-04-15 00:00:00;"454000;"Residential Sale;"162.6;"-8.3847675;"51.9388291;";"Glanmire;"4;"4;"E2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
306854;"2018-06-13 00:00:00;"140000;"Residential Sale;"70.6;"-6.8165408;"53.2684065;"W91 T9XK;"Robertstown;"1;"2;"G;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
288105;"2018-01-26 00:00:00;"279999;"Residential Sale;"84.5;"-6.1393565;"53.4024632;"Dublin 13;"Howth;"3;"2;"C1;"False;"New Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301492;"2018-05-11 00:00:00;"275000;"Residential Sale;"81.0;"-6.0697804;"53.1262162;"A63 TX88;"Greystones;"2;"2;"C1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
290277;"2018-02-16 00:00:00;"385000;"Residential Sale;"89.0;"-6.283838;"53.3623739;"D07 NW52;"Mountjoy;"1;"3;"E1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300529;"2018-05-02 00:00:00;"494998;"Residential Sale;"148.64;"-8.4147552;"51.866209;";"Douglas;"2;"4;"G;"False;"New Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";650000.0;2018-03-14;625000.0;2018-06-02;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301758;"2018-04-27 00:00:00;"1230000;"Residential Sale;"196.0;"-6.2451982;"53.3137454;"D06 W0F3;"Donnybrook;"3;"4;"D2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
310145;"2018-06-27 00:00:00;"274999;"Residential Sale;"144.3;"-8.5734481;"52.6558345;";"Castletroy;"4;"4;"A3;"False;"New Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";290000.0;2018-01-06;340000.0;2017-08-13;;;;;;;;;;;;;;;;;;;;;;;;;;;;
312109;"2018-07-13 00:00:00;"289999;"Residential Sale;"144.3;"-8.5734481;"52.6558345;";"Castletroy;"4;"4;"A3;"False;"New Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";290000.0;2018-01-06;340000.0;2017-08-13;;;;;;;;;;;;;;;;;;;;;;;;;;;;
305550;"2018-05-10 00:00:00;"170000;"Residential Sale;"53.0;"-6.3761563;"53.2715619;"Dublin 24;"Donnybrook;"1;"2;"C1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
298711;"2018-04-11 00:00:00;"67500;"Residential Sale;"71.0;"-9.2899227;"53.8618085;"F23 TX25;"Castlegar;"1;"3;"D2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
291590;"2018-02-19 00:00:00;"340000;"Residential Sale;"145.0;"-8.6753704;"52.636797;";"Patrickswell;"3;"4;"A3;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
298867;"2018-04-13 00:00:00;"571000;"Residential Sale;"103.0;"-6.3574733;"53.3789264;"D15 Y3CX;"Blanchardstown;"2;"4;"C1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
305583;"2018-05-11 00:00:00;"112000;"Residential Sale;"278.7;"-9.2879257;"53.8550014;";"Castlebar;"5;"6;"D1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
298016;"2018-03-23 00:00:00;"970000;"Residential Sale;"133.8;"-6.2681476;"53.3161838;"D06 YP27;"Rathgar;"1;"3;"D2;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289447;"2018-01-18 00:00:00;"305000;"Residential Sale;"98.0;"-6.4005754;"53.4031691;"D15 Y7HR;"Blanchardstown;"3;"3;"D1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
295256;"2018-03-22 00:00:00;"192500;"Residential Sale;"89.8;"-8.5166411;"51.7099087;"P17 H592;"Kinsale;"2;"3;"D1;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
302142;"2018-05-11 00:00:00;"355000;"Residential Sale;"73.0;"-6.2772816;"53.3769832;"Dublin 11;"Santry;"2;"2;"B3;"False;"Second-Hand Dwelling house /Apartment;"False;"False;"False;"False;"False;"False";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
